LOCATION,YEAR,BRAND,MODEL,VARIANT,KM_DRIVEN,FUEL,NO_OF_OWNERS,PRICE
Pune,2012,Ford,Fiesta TITANIUM PLUS PETROL AT,Automatic,"1,24,474 km",Petrol,1st Owner,"₹2,90,699"
Pune,2014,Maruti,Swift Dzire ZXI 1.2 BS IV,Manual,"33,644 km",Petrol,1st Owner,"₹4,97,799"
Pune,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"15,052 km",Petrol,2nd Owner,"₹5,04,399"
Pune,2010,Honda,Civic 1.8V AT,Automatic,"58,455 km",Petrol,2nd Owner,"₹2,67,699"
Pune,2011,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"57,597 km",Petrol,2nd Owner,"₹2,59,499"
Pune,2015,Ford,Figo Aspire 1.2 TREND PETROL,Manual,"34,656 km",Petrol,2nd Owner,"₹3,84,599"
Pune,2013,Honda,Amaze 1.2 SMT I VTEC,Manual,"47,239 km",Petrol,2nd Owner,"₹3,65,599"
Pune,2016,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"26,583 km",Petrol,1st Owner,"₹5,07,299"
Pune,2015,Hyundai,Verna FLUIDIC 1.6 VTVT S (O)  MT,Manual,"25,274 km",Petrol,1st Owner,"₹5,05,299"
Pune,2015,Honda,Amaze 1.2 SMT I VTEC,Manual,"27,398 km",Petrol,1st Owner,"₹4,93,999"
Pune,2016,Honda,City VX MT PETROL,Manual,"28,174 km",Petrol,2nd Owner,"₹6,42,599"
Pune,2012,Honda,City V MT PETROL,Manual,"66,745 km",Petrol,1st Owner,"₹3,85,199"
Pune,2019,Maruti,Dzire VXI,Manual,"8,379 km",Petrol,1st Owner,"₹6,33,699"
Pune,2014,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"56,002 km",Petrol,1st Owner,"₹4,24,899"
Pune,2016,Volkswagen,Ameo COMFORTLINE 1.2,Manual,"52,907 km",Petrol,1st Owner,"₹3,63,299"
Pune,2016,Maruti,Ciaz VXI PLUS,Manual,"58,113 km",Petrol,1st Owner,"₹5,74,899"
Pune,2014,Maruti,Swift Dzire VDI BS IV,Manual,"87,333 km",Diesel,1st Owner,"₹4,98,499"
Pune,2015,Honda,City SV MT PETROL,Manual,"64,093 km",Petrol,2nd Owner,"₹5,12,399"
Pune,2018,Ford,Figo Aspire 1.5 TREND DIESEL,Manual,"47,965 km",Diesel,1st Owner,"₹5,47,099"
Pune,2017,Maruti,Dzire ZDI Plus AMT,Automatic,"38,118 km",Diesel,2nd Owner,"₹7,50,599"
Pune,2012,Maruti,Swift VDI,Manual,"30,736 km",Diesel,1st Owner,"₹4,05,899"
Pune,2013,Maruti,Alto 800 LXI,Manual,"18,744 km",Petrol,1st Owner,"₹2,43,299"
Pune,2015,Maruti,Alto K10 VXI AMT,Manual,"26,374 km",Petrol,1st Owner,"₹3,07,499"
Pune,2015,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,Manual,"21,129 km",Petrol,2nd Owner,"₹4,52,599"
Pune,2015,Hyundai,Eon ERA PLUS,Manual,"19,467 km",Petrol,1st Owner,"₹2,98,399"
Pune,2010,Hyundai,i10 MAGNA 1.2 KAPPA2,Manual,"41,923 km",Petrol,2nd Owner,"₹2,21,099"
Pune,2017,Maruti,Alto 800 LXI,Manual,"5,946 km",Petrol,1st Owner,"₹3,04,899"
Pune,2013,Maruti,Alto 800 LXI,Manual,"40,256 km",Petrol,1st Owner,"₹2,24,499"
Pune,2013,Maruti,Alto 800 LXI,Manual,"23,526 km",Petrol,1st Owner,"₹2,38,899"
Pune,2017,Maruti,Celerio VXI,Manual,"7,536 km",Petrol,1st Owner,"₹4,47,899"
Pune,2013,Maruti,Alto K10 VXI,Manual,"23,234 km",Petrol,1st Owner,"₹2,24,099"
Pune,2014,Maruti,Celerio VXI,Manual,"38,138 km",Petrol,1st Owner,"₹3,65,099"
Pune,2019,Maruti,Baleno DELTA 1.2 K12,Manual,"23,449 km",Petrol,1st Owner,"₹6,30,399"
Pune,2013,Hyundai,i20 SPORTZ 1.2 VTVT,Manual,"45,254 km",Petrol,1st Owner,"₹4,33,599"
Pune,2015,Maruti,Swift VXI,Manual,"24,765 km",Petrol,1st Owner,"₹4,36,999"
Pune,2014,Honda,Brio 1.2 S MT I VTEC,Manual,"28,842 km",Petrol,2nd Owner,"₹3,52,599"
Pune,2013,Maruti,Alto 800 LXI,Manual,"45,481 km",Petrol,1st Owner,"₹2,40,599"
Pune,2013,Honda,Brio 1.2 S MT I VTEC,Manual,"44,622 km",Petrol,1st Owner,"₹2,78,599"
Pune,2017,Maruti,Celerio ZXI OPT AMT,Automatic,"13,695 km",Petrol,2nd Owner,"₹4,10,299"
Pune,2012,Honda,Brio 1.2 V MT I VTEC,Manual,"33,456 km",Petrol,2nd Owner,"₹3,43,099"
Pune,2016,Maruti,Wagon R 1.0 VXI AMT,Automatic,"19,209 km",Petrol,1st Owner,"₹3,83,499"
Pune,2012,Maruti,Swift VDI,Manual,"53,212 km",Diesel,1st Owner,"₹4,10,699"
Pune,2015,Maruti,Swift VXI,Manual,"28,123 km",Petrol,2nd Owner,"₹4,23,999"
Pune,2017,Maruti,Alto 800 LXI,Manual,"25,919 km",Petrol,2nd Owner,"₹2,62,399"
Pune,2014,Maruti,Swift VXI,Manual,"54,662 km",Petrol,2nd Owner,"₹4,03,799"
Pune,2017,Maruti,Wagon R 1.0 VXI,Manual,"29,058 km",Petrol,1st Owner,"₹4,25,899"
Pune,2012,Maruti,Swift VXI,Manual,"47,260 km",Petrol,1st Owner,"₹3,29,899"
Pune,2014,Maruti,Swift VXI,Manual,"28,543 km",Petrol,1st Owner,"₹4,01,699"
Pune,2010,Hyundai,i10 MAGNA 1.2,Manual,"56,204 km",Petrol,3rd Owner,"₹2,25,799"
Pune,2014,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"42,967 km",Petrol,2nd Owner,"₹3,68,599"
Pune,2015,Maruti,Wagon R 1.0 VXI,Manual,"39,094 km",Petrol,2nd Owner,"₹3,59,099"
Pune,2017,Renault,Kwid 1.0 RXT,Manual,"29,693 km",Petrol,1st Owner,"₹3,06,299"
Pune,2017,Maruti,IGNIS DELTA 1.2 K12,Manual,"40,132 km",Petrol,1st Owner,"₹4,69,699"
Pune,2019,Maruti,Celerio ZXI,Manual,"6,559 km",Petrol,1st Owner,"₹5,31,699"
Pune,2014,Maruti,Alto 800 LXI,Manual,"50,414 km",Petrol,2nd Owner,"₹2,61,199"
Pune,2013,Honda,Brio 1.2 VX AT I VTEC,Automatic,"56,857 km",Petrol,1st Owner,"₹3,83,899"
Pune,2018,Datsun,Redi Go 1.0 S AT,,"29,933 km",Petrol,1st Owner,"₹2,86,699"
Pune,2017,Maruti,Celerio ZXI OPT AMT,Automatic,"11,855 km",Petrol,1st Owner,"₹4,66,199"
Pune,2015,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"46,554 km",Petrol,1st Owner,"₹4,09,199"
Pune,2018,Maruti,Alto K10 VXI (O) AMT,,"15,019 km",Petrol,1st Owner,"₹3,53,999"
Pune,2010,Hyundai,i10 MAGNA 1.2,Manual,"60,563 km",Petrol,2nd Owner,"₹2,24,899"
Pune,2019,Maruti,IGNIS ZETA 1.2 K12,Manual,"12,821 km",Petrol,1st Owner,"₹5,74,199"
Pune,2017,Maruti,Swift VDI ABS,Manual,"31,731 km",Diesel,1st Owner,"₹5,78,299"
Pune,2015,Maruti,Wagon R 1.0 LXI,Manual,"48,546 km",Petrol,1st Owner,"₹3,04,899"
Pune,2015,Maruti,Celerio VXI CNG,Manual,"1,22,289 km",Petrol + CNG,2nd Owner,"₹3,44,199"
Pune,2016,Maruti,Baleno DELTA 1.2 K12,Manual,"20,909 km",Petrol,1st Owner,"₹5,35,899"
Pune,2011,Maruti,Swift VDI,Manual,"68,471 km",Diesel,1st Owner,"₹3,77,499"
Pune,2015,Maruti,Alto 800 LXI,Manual,"7,478 km",Petrol,2nd Owner,"₹2,63,599"
Pune,2019,Maruti,Baleno ZETA 1.2 K12,Manual,"4,085 km",Petrol,1st Owner,"₹7,05,399"
Pune,2016,Renault,Kwid RXT,Manual,"43,635 km",Petrol,1st Owner,"₹2,84,999"
Pune,2017,Hyundai,Elite i20 ASTA 1.2 (O),Manual,"18,738 km",Petrol,2nd Owner,"₹5,75,299"
Pune,2017,Renault,Kwid RXT,Manual,"11,971 km",Petrol,1st Owner,"₹3,67,340"
Pune,2015,Maruti,Alto 800 LXI,Manual,"57,290 km",Petrol,1st Owner,"₹2,66,799"
Pune,2019,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"19,007 km",Petrol,1st Owner,"₹4,98,499"
Pune,2016,Maruti,Alto 800 LXI,Manual,"44,351 km",Petrol,1st Owner,"₹2,58,199"
Pune,2014,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"54,973 km",Petrol,1st Owner,"₹4,39,699"
Pune,2010,Volkswagen,Polo HIGHLINE1.2L DIESEL,Manual,"65,813 km",Diesel,1st Owner,"₹2,41,599"
Pune,2014,Maruti,Swift ZDI,Manual,"27,388 km",Diesel,1st Owner,"₹5,28,899"
Pune,2010,Hyundai,i20 ASTA 1.2,Manual,"78,845 km",Petrol,2nd Owner,"₹2,59,599"
Pune,2016,Maruti,Wagon R 1.0 VXI,Manual,"59,272 km",Petrol,2nd Owner,"₹3,47,099"
Pune,2019,Maruti,Baleno ALPHA 1.2 K12,Manual,"20,512 km",Petrol,1st Owner,"₹6,67,099"
Pune,2019,Maruti,Baleno ZETA 1.2 K12,Manual,"18,178 km",Petrol,1st Owner,"₹6,62,099"
Pune,2014,Maruti,Wagon R 1.0 VXI,Manual,"56,827 km",Petrol,1st Owner,"₹3,03,999"
Pune,2015,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"65,084 km",Petrol,2nd Owner,"₹4,62,199"
Pune,2012,Hyundai,Eon ERA PLUS,Manual,"68,845 km",Petrol,1st Owner,"₹2,53,099"
Pune,2019,Hyundai,Elite i20 ASTA 1.2 (O),Manual,"12,031 km",Petrol,1st Owner,"₹7,80,499"
Pune,2019,Maruti,Baleno DELTA 1.2 K12,Manual,"19,285 km",Petrol,2nd Owner,"₹6,05,499"
Pune,2015,Hyundai,Eon ERA PLUS,Manual,"67,277 km",Petrol,3rd Owner,"₹2,39,299"
Pune,2009,Maruti,Alto LXI,Manual,"74,977 km",Petrol,1st Owner,"₹1,51,399"
Pune,2016,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"53,525 km",Petrol,1st Owner,"₹4,29,799"
Pune,2010,Maruti,Alto LXI,Manual,"1,14,882 km",Petrol,1st Owner,"₹1,44,099"
Pune,2017,Honda,Jazz 1.2 SV MT,Manual,"43,596 km",Petrol,2nd Owner,"₹4,85,099"
Pune,2012,Hyundai,i20 MAGNA O 1.2,Manual,"84,887 km",Petrol,1st Owner,"₹3,56,799"
Pune,2019,Maruti,Swift ZXI PLUS AMT,,"3,764 km",Petrol,1st Owner,"₹7,30,399"
Pune,2017,Honda,Jazz 1.2 V AT,Automatic,"60,860 km",Petrol,1st Owner,"₹6,04,299"
Pune,2015,Maruti,Swift VXI,Manual,"80,352 km",Petrol,2nd Owner,"₹4,59,099"
Pune,2009,Hyundai,i20 ASTA 1.2,Manual,"77,165 km",Petrol,2nd Owner,"₹2,49,799"
Pune,2016,Maruti,Swift VXI,Manual,"54,773 km",Petrol,1st Owner,"₹4,61,999"
Pune,2012,Maruti,Wagon R 1.0 VXI,Manual,"98,462 km",Petrol,1st Owner,"₹2,18,499"
Pune,2011,Toyota,Etios Liva G,Manual,"80,291 km",Petrol,2nd Owner,"₹2,42,799"
Pune,2015,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"84,079 km",Petrol,1st Owner,"₹4,35,399"
Pune,2012,Maruti,Swift VXI,Manual,"1,00,481 km",Petrol,2nd Owner,"₹3,09,699"
Pune,2009,Hyundai,i10 MAGNA 1.2,Manual,"85,240 km",Petrol,1st Owner,"₹1,39,899"
Pune,2018,Maruti,Baleno ALPHA 1.2 K12,Manual,"38,644 km",Petrol,1st Owner,"₹6,74,799"
Pune,2013,Toyota,Etios Liva GD,Manual,"1,25,436 km",Diesel,3rd Owner,"₹2,81,199"
Pune,2012,Honda,Brio 1.2 S MT I VTEC,Manual,"98,781 km",Petrol,1st Owner,"₹2,56,599"
Pune,2018,Maruti,Swift VDI,Manual,"65,495 km",Diesel,1st Owner,"₹6,16,999"
Pune,2011,Hyundai,i20 MAGNA O 1.4 CRDI,Manual,"1,48,974 km",Diesel,1st Owner,"₹2,54,899"
Pune,2010,Maruti,Wagon R 1.0 LXI,Manual,"92,212 km",Petrol,1st Owner,"₹2,33,699"
Pune,2014,Honda,Brio 1.2 VX AT I VTEC,Automatic,"75,162 km",Petrol,1st Owner,"₹4,27,099"
Pune,2012,Maruti,Wagon R 1.0 LXI CNG,Manual,"88,391 km",Petrol + CNG,1st Owner,"₹2,41,799"
Pune,2008,Hyundai,i10 MAGNA O WITH SUNROOF,Manual,"82,148 km",Petrol,3rd Owner,"₹1,84,799"
Pune,2012,Maruti,Ritz VDI,Manual,"1,04,517 km",Diesel,1st Owner,"₹3,00,299"
Pune,2012,Hyundai,i20 ASTA 1.4 CRDI,Manual,"1,08,606 km",Diesel,2nd Owner,"₹4,03,799"
Pune,2015,Hyundai,Elite i20 SPORTZ 1.2,Manual,"88,329 km",Petrol,1st Owner,"₹5,08,199"
Pune,2017,Maruti,Baleno ZETA DDIS 190,Manual,"1,00,623 km",Diesel,1st Owner,"₹5,69,399"
Pune,2013,Hyundai,i20 SPORTZ 1.4 CRDI,Manual,"1,01,287 km",Diesel,2nd Owner,"₹3,49,199"
Pune,2016,Hyundai,Elite i20 MAGNA 1.4 CRDI,Manual,"74,438 km",Diesel,1st Owner,"₹5,76,499"
Pune,2015,Maruti,Swift VDI ABS,Manual,"1,07,384 km",Diesel,1st Owner,"₹5,39,599"
Pune,2015,Maruti,Wagon R 1.0 LXI,Manual,"1,02,809 km",Petrol,1st Owner,"₹2,99,999"
Pune,2011,Ford,Figo 1.4 TITANIUM DURATORQ,Manual,"1,21,729 km",Diesel,1st Owner,"₹2,48,099"
Pune,2011,Hyundai,i20 MAGNA O 1.2,Manual,"1,23,568 km",Petrol,2nd Owner,"₹2,76,199"
Pune,2017,Maruti,Baleno DELTA DDIS 190,Manual,"76,817 km",Diesel,1st Owner,"₹6,32,731"
Pune,2014,Maruti,Swift VXI,Manual,"1,17,914 km",Petrol,1st Owner,"₹3,88,799"
Pune,2014,Maruti,Swift ZDI,Manual,"1,33,435 km",Diesel,3rd Owner,"₹4,45,999"
Pune,2008,Hyundai,i10 SPORTZ 1.2,Manual,"30,958 km",Petrol,1st Owner,"₹1,92,399"
Pune,2014,Maruti,Wagon R 1.0 VXI,Manual,"32,984 km",Petrol,2nd Owner,"₹3,30,599"
Pune,2015,Hyundai,Elite i20 ASTA 1.2,Manual,"39,288 km",Petrol,1st Owner,"₹5,25,599"
Pune,2015,Maruti,Alto K10 VXI AMT,,"11,068 km",Petrol,1st Owner,"₹2,93,399"
Pune,2018,Tata,Tiago XZA 1.2 REVOTRON,Automatic,"12,796 km",Petrol,2nd Owner,"₹4,65,299"
Pune,2012,Maruti,Alto K10 VXI,Manual,"29,067 km",Petrol,2nd Owner,"₹1,60,199"
Pune,2012,Maruti,Alto K10 VXI,Manual,"23,896 km",Petrol,1st Owner,"₹1,70,299"
Pune,2016,Renault,Kwid 1.0 RXT Opt,Manual,"12,288 km",Petrol,1st Owner,"₹3,17,699"
Pune,2015,Maruti,Alto 800 VXI,Manual,"20,229 km",Petrol,2nd Owner,"₹2,26,299"
Pune,2016,Tata,Nano XT TWIST,Manual,"29,376 km",Petrol,2nd Owner,"₹1,26,999"
Pune,2014,Datsun,Go T,Manual,"34,064 km",Petrol,2nd Owner,"₹1,90,299"
Pune,2013,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"30,101 km",Petrol,2nd Owner,"₹3,76,799"
Pune,2017,Renault,Kwid RXT,Manual,"4,845 km",Petrol,1st Owner,"₹3,31,399"
Pune,2011,Hyundai,i10 SPORTZ 1.2 KAPPA2,Manual,"45,846 km",Petrol,1st Owner,"₹2,40,299"
Pune,2013,Hyundai,i10 ASTA 1.2 AT KAPPA2 WITH SUNROOF,Automatic,"30,599 km",Petrol,3rd Owner,"₹3,43,099"
Pune,2015,Volkswagen,Polo GT TSI 1.2 PETROL AT,Automatic,"35,923 km",Petrol,1st Owner,"₹5,86,399"
Pune,2017,Maruti,Alto K10 VXI (O) AMT,Manual,"5,562 km",Petrol,1st Owner,"₹3,62,499"
Pune,2011,Hyundai,i10 MAGNA 1.2 KAPPA2,Manual,"41,577 km",Petrol,1st Owner,"₹2,36,299"
Pune,2015,Maruti,Alto K10 VXI,Manual,"12,657 km",Petrol,1st Owner,"₹2,66,899"
Pune,2014,Hyundai,Elite i20 ASTA 1.2,Manual,"48,104 km",Petrol + CNG,1st Owner,"₹4,85,799"
Pune,2011,Hyundai,i20 SPORTZ 1.2 O,Manual,"38,993 km",Petrol + CNG,2nd Owner,"₹2,94,099"
Pune,2018,Tata,Tiago XZA 1.2 REVOTRON,Automatic,"16,384 km",Petrol,1st Owner,"₹4,97,099"
Pune,2017,Maruti,Celerio ZXI,Manual,"9,140 km",Petrol,1st Owner,"₹3,80,500"
Pune,2013,Maruti,Alto K10 VXI,Manual,"49,990 km",Petrol,1st Owner,"₹2,23,599"
Pune,2018,Maruti,Swift ZXI AMT,Automatic,"5,844 km",Petrol,1st Owner,"₹6,68,399"
Pune,2014,Maruti,Swift VXI,Manual,"43,680 km",Petrol,2nd Owner,"₹3,62,599"
Pune,2016,Maruti,Celerio ZXI AMT,Automatic,"38,177 km",Petrol,1st Owner,"₹4,06,899"
Pune,2018,Tata,Tiago XZ 1.2 REVOTRON,Manual,"24,465 km",Petrol,1st Owner,"₹4,33,799"
Pune,2020,Maruti,Swift VXI,Manual,"15,527 km",Petrol,1st Owner,"₹6,23,999"
Pune,2020,Maruti,S PRESSO VXI,Manual,"8,651 km",Petrol,1st Owner,"₹4,66,199"
Pune,2013,Toyota,Etios Liva GD,Manual,"46,910 km",Diesel,1st Owner,"₹3,80,999"
Pune,2014,Toyota,Etios Liva G,Manual,"52,146 km",Petrol,2nd Owner,"₹2,85,499"
Pune,2014,Hyundai,Elite i20 ASTA 1.2,Manual,"20,914 km",Petrol,2nd Owner,"₹4,94,499"
Pune,2015,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"50,775 km",Petrol,1st Owner,"₹4,47,199"
Pune,2017,Hyundai,Elite i20 ASTA 1.2,Manual,"7,922 km",Petrol,1st Owner,"₹6,54,099"
Pune,2015,Toyota,Corolla Altis VL AT,Automatic,"50,867 km",Petrol,2nd Owner,"₹10,12,899"
Pune,2015,Hyundai,New Elantra 1.6 SX AT O,Automatic,"99,008 km",Diesel,1st Owner,"₹8,91,899"
Pune,2016,Skoda,Superb 1.8 TSI LK AT,Automatic,"46,234 km",Petrol,1st Owner,"₹17,68,499"
Pune,2011,Skoda,Superb ELEGANCE 1.8 TSI MT,Manual,"54,948 km",Petrol,1st Owner,"₹3,80,199"
Pune,2013,Toyota,Corolla Altis G,Manual,"71,052 km",Petrol,3rd Owner,"₹4,07,099"
Pune,2010,Toyota,Corolla Altis 1.8 J,,"85,763 km",Petrol,3rd Owner,"₹2,33,199"
Pune,2011,Skoda,Laura AMBIENTE 1.8 TSI,Manual,"62,555 km",Petrol,1st Owner,"₹2,83,199"
Pune,2017,Toyota,Corolla Altis VL AT,Automatic,"34,304 km",Petrol,2nd Owner,"₹13,08,199"
Pune,2016,Toyota,Corolla Altis VL AT,Automatic,"40,705 km",Petrol,1st Owner,"₹11,47,699"
Pune,2015,Toyota,Corolla Altis VL AT,Automatic,"67,059 km",Petrol,1st Owner,"₹10,44,499"
Pune,2011,Mercedes,Benz C Class 250 CDI ELEGANCE AT,,"1,03,047 km",Diesel,3rd Owner,"₹7,93,799"
Pune,2014,Toyota,Corolla Altis VL AT,Automatic,"60,481 km",Petrol,1st Owner,"₹10,09,199"
Pune,2016,Toyota,Corolla Altis VL AT,Automatic,"90,509 km",Petrol,1st Owner,"₹10,97,399"
Pune,2009,Toyota,Corolla Altis 1.8 G,,"2,46,967 km",Petrol,2nd Owner,"₹2,66,899"
Pune,2014,BMW,3 Series 320D SPORTLINE,Automatic,"76,122 km",Diesel,1st Owner,"₹15,63,399"
Pune,2014,Skoda,Octavia ELEGANCE 1.8 TSI AT,Automatic,"1,58,960 km",Petrol,1st Owner,"₹7,58,699"
Pune,2013,Audi,A4 2.0 TDI S LINE,Automatic,"43,023 km",Diesel,1st Owner,"₹15,66,899"
Pune,2011,Toyota,Corolla Altis 1.8 G,,"84,201 km",Petrol,2nd Owner,"₹3,38,699"
Pune,2009,Toyota,Camry W4 AT,Automatic,"99,864 km",Petrol,1st Owner,"₹3,07,299"
Pune,2011,BMW,3 Series 320 D PERFORMANCE EDITION,Automatic,"90,696 km",Diesel,2nd Owner,"₹6,61,799"
Pune,2011,Mercedes,Benz C Class 250 CDI ELEGANCE AT,,"1,03,047 km",Diesel,3rd Owner,"₹7,93,799"
Pune,2014,Toyota,Corolla Altis VL AT,Automatic,"60,481 km",Petrol,1st Owner,"₹10,09,199"
Pune,2016,Toyota,Corolla Altis VL AT,Automatic,"90,509 km",Petrol,1st Owner,"₹10,97,399"
Pune,2009,Toyota,Corolla Altis 1.8 G,,"2,46,967 km",Petrol,2nd Owner,"₹2,66,899"
Pune,2014,BMW,3 Series 320D SPORTLINE,Automatic,"76,122 km",Diesel,1st Owner,"₹15,63,399"
Pune,2014,Skoda,Octavia ELEGANCE 1.8 TSI AT,Automatic,"1,58,960 km",Petrol,1st Owner,"₹7,58,699"
Pune,2013,Audi,A4 2.0 TDI S LINE,Automatic,"43,023 km",Diesel,1st Owner,"₹15,66,899"
Pune,2011,Toyota,Corolla Altis 1.8 G,,"84,201 km",Petrol,2nd Owner,"₹3,38,699"
Pune,2009,Toyota,Camry W4 AT,Automatic,"99,864 km",Petrol,1st Owner,"₹3,07,299"
Pune,2011,BMW,3 Series 320 D PERFORMANCE EDITION,Automatic,"90,696 km",Diesel,2nd Owner,"₹6,61,799"
Pune,2011,BMW,3 Series 320D,Automatic,"94,256 km",Diesel,2nd Owner,"₹7,52,699"
Pune,2015,Skoda,Octavia ELEGANCE 1.8 TSI AT,Automatic,"93,768 km",Petrol,1st Owner,"₹8,03,499"
Pune,2017,Hyundai,New Elantra 1.6 SX AT O,Automatic,"68,830 km",Diesel,1st Owner,"₹11,08,199"
Pune,2015,Skoda,Superb ELEGANCE 1.8 TSI MT,Manual,"54,465 km",Petrol,1st Owner,"₹8,78,699"
Pune,2016,Skoda,Superb 1.8 TSI LK AT,Automatic,"22,869 km",Petrol,1st Owner,"₹17,17,199"
Pune,2016,Skoda,Superb 1.8 TSI STYLE AT,Automatic,"37,870 km",Petrol,1st Owner,"₹16,07,499"
Pune,2012,Mercedes,Benz C Class C 220 CDI CLASSIC,Manual,"45,939 km",Diesel,3rd Owner,"₹9,22,499"
Pune,2012,BMW,5 Series 520D 2.0,Automatic,"99,761 km",Diesel,2nd Owner,"₹12,10,399"
Pune,2015,BMW,3 Series 320D LUXURYLINE,Automatic,"95,239 km",Diesel,1st Owner,"₹15,75,999"
Pune,2011,BMW,5 Series 525D 3.0,Automatic,"77,266 km",Diesel,1st Owner,"₹15,80,199"
Pune,2016,Skoda,Superb 1.8 TSI STYLE AT,Automatic,"37,870 km",Petrol,1st Owner,"₹16,07,499"
Pune,2012,Mercedes,Benz C Class C 220 CDI CLASSIC,Manual,"45,939 km",Diesel,3rd Owner,"₹9,22,499"
Pune,2012,BMW,5 Series 520D 2.0,Automatic,"99,761 km",Diesel,2nd Owner,"₹12,10,399"
Pune,2015,BMW,3 Series 320D LUXURYLINE,Automatic,"95,239 km",Diesel,1st Owner,"₹15,75,999"
Pune,2011,BMW,5 Series 525D 3.0,Automatic,"77,266 km",Diesel,1st Owner,"₹15,80,199"
Pune,2013,BMW,5 Series 520D 2.0,Automatic,"1,75,025 km",Diesel,1st Owner,"₹14,49,099"
Pune,2012,Skoda,Superb ELEGANCE 1.8 TSI MT,Manual,"76,434 km",Petrol,2nd Owner,"₹3,21,099"
Pune,2012,Audi,A4 2.0 TDI 142BHP PREMIUM,Automatic,"1,00,678 km",Diesel,1st Owner,"₹8,34,999"
Pune,2017,Toyota,Fortuner 2.8 4x2 MT,Manual,"45,112 km",Diesel,1st Owner,"₹27,17,599"
Pune,2015,Mahindra,XUV500 W8 FWD,Manual,"93,753 km",Diesel,1st Owner,"₹8,27,999"
Pune,2017,Jeep,Compass 2.0 SPORT,Manual,"50,853 km",Diesel,1st Owner,"₹12,19,499"
Pune,2017,Jeep,Compass LIMITED 1.4 AT,Automatic,"73,309 km",Petrol,1st Owner,"₹14,46,899"
Pune,2014,Landrover,Freelander 2 TD4 SE,Automatic,"1,17,361 km",Diesel,2nd Owner,"₹14,32,899"
Pune,2016,Mahindra,XUV500 W10 AWD,Manual,"85,632 km",Diesel,1st Owner,"₹9,09,599"
Pune,2018,Mahindra,XUV500 W11 (O) AT,Manual,"44,530 km",Diesel,1st Owner,"₹16,01,199"
Pune,2017,Audi,Q3 30 TFSI S TRONIC,Automatic,"23,053 km",Petrol,1st Owner,"₹22,20,199"
Pune,2017,Jeep,Compass 2.0 LIMITED,Manual,"25,491 km",Diesel,2nd Owner,"₹15,44,499"
Pune,2013,Mahindra,XUV500 W8 FWD,Manual,"81,518 km",Diesel,3rd Owner,"₹7,22,999"
Pune,2013,Ssangyong,Rexton RX5,Manual,"72,656 km",Diesel,1st Owner,"₹4,46,899"
Pune,2011,Toyota,Fortuner 3.0 MT 4X4,Manual,"1,90,210 km",Diesel,2nd Owner,"₹9,01,599"
Pune,2014,Toyota,Fortuner 3.0 AT 4X2,Automatic,"78,969 km",Diesel,2nd Owner,"₹14,51,599"
Pune,2018,Mahindra,XUV500 W11 (O) AT,Manual,"44,530 km",Diesel,1st Owner,"₹16,01,199"
Pune,2017,Audi,Q3 30 TFSI S TRONIC,Automatic,"23,053 km",Petrol,1st Owner,"₹22,20,199"
Pune,2017,Jeep,Compass 2.0 LIMITED,Manual,"25,491 km",Diesel,2nd Owner,"₹15,44,499"
Pune,2013,Mahindra,XUV500 W8 FWD,Manual,"81,518 km",Diesel,3rd Owner,"₹7,22,999"
Pune,2013,Ssangyong,Rexton RX5,Manual,"72,656 km",Diesel,1st Owner,"₹4,46,899"
Pune,2011,Toyota,Fortuner 3.0 MT 4X4,Manual,"1,90,210 km",Diesel,2nd Owner,"₹9,01,599"
Pune,2017,Jeep,Compass 2.0 LIMITED 4*2,,"67,410 km",Diesel,1st Owner,"₹14,82,199"
Pune,2018,Jeep,Compass 2.0 LIMITED,Manual,"58,049 km",Diesel,1st Owner,"₹15,56,399"
Pune,2016,Mahindra,XUV500 W6 AT,Automatic,"49,128 km",Diesel,1st Owner,"₹10,60,599"
Pune,2014,Mahindra,XUV500 W8 FWD,Manual,"85,129 km",Diesel,2nd Owner,"₹7,27,499"
Pune,2014,Toyota,Fortuner 3.0 AT 4X2,Automatic,"95,392 km",Diesel,1st Owner,"₹14,63,999"
Pune,2014,Honda,CRV 2.4 AT 4WD AVN,Automatic,"1,02,872 km",Petrol,1st Owner,"₹10,76,899"
Pune,2016,Toyota,Fortuner 2.8 4x2 AT,Automatic,"1,46,630 km",Diesel,1st Owner,"₹22,82,499"
Pune,2017,Jeep,Compass 2.0 LONGITUDE,Manual,"28,310 km",Diesel,1st Owner,"₹12,54,099"
